elapsed, window, total, successful, failed
10, 10, 1158, 1158, 0
20, 10, 1705, 1705, 0
30, 10, 1808, 1808, 0
40, 10, 1989, 1989, 0
50, 10, 2287, 2287, 0
60, 10, 2420, 2420, 0
70, 10, 2666, 2666, 0
80, 10, 2961, 2961, 0
90, 10, 3119, 3119, 0
100, 10, 3051, 3051, 0
110, 10, 3194, 3194, 0
120, 10, 3400, 3400, 0
130, 10, 3810, 3810, 0
140, 10, 3897, 3897, 0
150, 10, 3766, 3766, 0
160, 10, 4062, 4062, 0
170, 10, 4331, 4331, 0
180, 10, 4449, 4449, 0
190, 10, 4518, 4518, 0
200, 10, 4751, 4751, 0
210, 10, 6364, 6364, 0
220, 10, 6698, 6698, 0
230, 10, 6774, 6774, 0
240, 10, 6691, 6691, 0
250, 10, 7045, 7045, 0
260, 10, 7031, 7031, 0
270, 10, 6885, 6885, 0
280, 10, 6925, 6925, 0
290, 10, 6788, 6788, 0
300, 10, 6926, 6926, 0
310, 10, 6975, 6975, 0
320, 10, 7177, 7177, 0
330, 10, 6883, 6883, 0
340, 10, 6885, 6885, 0
350, 10, 6990, 6990, 0
360, 10, 7072, 7072, 0
370, 10, 6993, 6993, 0
380, 10, 6935, 6935, 0
390, 10, 7032, 7032, 0
400, 10, 6777, 6777, 0
410, 10, 6844, 6844, 0
420, 10, 6936, 6936, 0
430, 10, 7073, 7073, 0
440, 10, 6962, 6962, 0
450, 10, 6927, 6927, 0
460, 10, 6864, 6864, 0
470, 10, 6867, 6867, 0
480, 10, 6997, 6997, 0
490, 10, 7081, 7081, 0
500, 10, 6927, 6927, 0
510, 10, 7123, 7123, 0
520, 10, 7023, 7023, 0
530, 10, 7079, 7079, 0
540, 10, 6887, 6887, 0
550, 10, 7037, 7037, 0
560, 10, 7004, 7004, 0
570, 10, 6865, 6865, 0
580, 10, 6741, 6741, 0
590, 10, 6896, 6896, 0
600, 10, 6920, 6920, 0
601, 1, 665, 665, 0
