elapsed, window, total, successful, failed
10, 10, 933, 924, 9
20, 10, 1558, 1558, 0
30, 10, 1619, 1619, 0
40, 10, 1847, 1847, 0
50, 10, 1972, 1972, 0
60, 10, 1992, 1992, 0
70, 10, 2111, 2111, 0
80, 10, 2029, 2029, 0
90, 10, 2490, 2490, 0
100, 10, 2459, 2459, 0
110, 10, 2471, 2471, 0
120, 10, 2714, 2714, 0
130, 10, 2906, 2906, 0
140, 10, 2779, 2779, 0
150, 10, 2886, 2886, 0
160, 10, 3147, 3147, 0
170, 10, 3023, 3023, 0
180, 10, 3010, 3010, 0
190, 10, 3247, 3247, 0
200, 10, 3489, 3489, 0
210, 10, 3716, 3716, 0
220, 10, 3541, 3541, 0
230, 10, 3645, 3645, 0
240, 10, 3616, 3616, 0
250, 10, 3565, 3565, 0
260, 10, 3729, 3729, 0
270, 10, 4120, 4120, 0
280, 10, 4257, 4257, 0
290, 10, 3978, 3978, 0
300, 10, 4115, 4115, 0
310, 10, 4180, 4180, 0
320, 10, 4167, 4167, 0
330, 10, 4123, 4123, 0
340, 10, 4199, 4199, 0
350, 10, 4578, 4578, 0
360, 10, 4643, 4643, 0
370, 10, 4626, 4626, 0
380, 10, 4859, 4859, 0
390, 10, 4769, 4769, 0
400, 10, 4846, 4846, 0
410, 10, 4916, 4916, 0
420, 10, 5031, 5031, 0
430, 10, 4848, 4848, 0
440, 10, 4880, 4880, 0
450, 10, 5414, 5414, 0
460, 10, 6132, 6132, 0
470, 10, 6154, 6154, 0
480, 10, 6134, 6134, 0
490, 10, 6102, 6102, 0
500, 10, 6149, 6149, 0
510, 10, 6487, 6487, 0
520, 10, 6818, 6818, 0
530, 10, 6721, 6721, 0
540, 10, 6865, 6865, 0
550, 10, 6874, 6874, 0
560, 10, 6816, 6816, 0
570, 10, 6944, 6944, 0
580, 10, 7045, 7045, 0
590, 10, 6913, 6913, 0
600, 10, 6976, 6976, 0
601, 1, 619, 619, 0
