elapsed, window, total, successful, failed
10, 10, 969, 969, 0
20, 10, 1768, 1768, 0
30, 10, 2186, 2186, 0
40, 10, 2634, 2634, 0
50, 10, 3100, 3100, 0
60, 10, 2819, 2819, 0
70, 10, 2936, 2936, 0
80, 10, 3536, 3536, 0
90, 10, 5009, 5009, 0
100, 10, 5857, 5857, 0
110, 10, 5926, 5926, 0
120, 10, 6305, 6305, 0
130, 10, 6279, 6279, 0
140, 10, 6341, 6341, 0
150, 10, 6472, 6472, 0
160, 10, 6275, 6275, 0
170, 10, 6320, 6320, 0
180, 10, 6415, 6415, 0
190, 10, 6357, 6357, 0
200, 10, 6374, 6374, 0
210, 10, 6234, 6234, 0
220, 10, 6360, 6360, 0
230, 10, 6407, 6407, 0
240, 10, 6394, 6394, 0
250, 10, 6497, 6497, 0
260, 10, 6436, 6436, 0
270, 10, 6501, 6501, 0
280, 10, 6365, 6365, 0
290, 10, 6386, 6386, 0
300, 10, 6574, 6574, 0
310, 10, 6544, 6544, 0
320, 10, 6390, 6390, 0
330, 10, 6262, 6262, 0
340, 10, 6647, 6647, 0
350, 10, 6503, 6503, 0
360, 10, 6472, 6472, 0
370, 10, 6478, 6478, 0
380, 10, 6466, 6466, 0
390, 10, 6515, 6515, 0
400, 10, 6220, 6220, 0
410, 10, 7048, 7048, 0
420, 10, 7316, 7316, 0
430, 10, 7100, 7100, 0
440, 10, 7165, 7165, 0
450, 10, 7033, 7033, 0
460, 10, 6912, 6912, 0
470, 10, 7168, 7168, 0
480, 10, 7028, 7028, 0
490, 10, 7044, 7044, 0
500, 10, 7237, 7237, 0
510, 10, 7146, 7146, 0
520, 10, 7066, 7066, 0
530, 10, 7104, 7104, 0
540, 10, 7195, 7195, 0
550, 10, 7157, 7157, 0
560, 10, 7175, 7175, 0
570, 10, 6991, 6991, 0
580, 10, 7079, 7079, 0
590, 10, 7156, 7156, 0
600, 10, 7117, 7117, 0
601, 1, 652, 652, 0
