elapsed, window, total, successful, failed
10, 10, 5273, 5273, 0
20, 10, 9422, 9422, 0
30, 10, 9533, 9533, 0
40, 10, 9591, 9591, 0
50, 10, 9597, 9597, 0
60, 10, 9646, 9646, 0
70, 10, 9575, 9575, 0
80, 10, 9508, 9508, 0
90, 10, 9596, 9596, 0
100, 10, 9655, 9655, 0
110, 10, 9597, 9597, 0
120, 10, 9597, 9597, 0
130, 10, 9601, 9601, 0
140, 10, 9596, 9596, 0
150, 10, 9539, 9539, 0
160, 10, 9537, 9537, 0
170, 10, 9635, 9635, 0
180, 10, 9628, 9628, 0
190, 10, 9599, 9599, 0
200, 10, 9603, 9603, 0
210, 10, 9625, 9625, 0
220, 10, 9599, 9599, 0
230, 10, 9657, 9657, 0
240, 10, 9628, 9628, 0
250, 10, 9668, 9668, 0
260, 10, 9582, 9582, 0
270, 10, 9585, 9585, 0
280, 10, 9594, 9594, 0
290, 10, 9564, 9564, 0
300, 10, 9476, 9476, 0
310, 10, 9590, 9590, 0
320, 10, 9624, 9624, 0
330, 10, 9556, 9556, 0
340, 10, 9598, 9598, 0
350, 10, 9571, 9571, 0
360, 10, 9605, 9605, 0
370, 10, 9587, 9587, 0
380, 10, 9533, 9533, 0
390, 10, 9604, 9604, 0
400, 10, 9561, 9561, 0
410, 10, 9611, 9611, 0
420, 10, 9637, 9637, 0
430, 10, 9542, 9542, 0
440, 10, 9540, 9540, 0
450, 10, 9486, 9486, 0
460, 10, 9578, 9578, 0
470, 10, 9592, 9592, 0
480, 10, 9660, 9660, 0
490, 10, 9573, 9573, 0
500, 10, 9534, 9534, 0
510, 10, 9604, 9604, 0
520, 10, 9630, 9630, 0
530, 10, 9617, 9617, 0
540, 10, 9548, 9548, 0
550, 10, 9596, 9596, 0
560, 10, 9587, 9587, 0
570, 10, 9566, 9566, 0
580, 10, 9599, 9599, 0
590, 10, 9641, 9641, 0
600, 10, 9598, 9598, 0
601, 1, 822, 822, 0
