elapsed, window, total, successful, failed
10, 10, 138, 38, 100
20, 10, 200, 0, 200
30, 10, 200, 0, 200
40, 10, 200, 0, 200
50, 10, 200, 0, 200
60, 10, 200, 0, 200
70, 10, 200, 0, 200
80, 10, 200, 0, 200
90, 10, 200, 0, 200
100, 10, 200, 0, 200
110, 10, 200, 0, 200
120, 10, 200, 0, 200
130, 10, 200, 0, 200
140, 10, 200, 0, 200
150, 10, 200, 0, 200
160, 10, 200, 0, 200
170, 10, 200, 0, 200
180, 10, 200, 0, 200
190, 10, 200, 0, 200
200, 10, 200, 0, 200
210, 10, 200, 0, 200
220, 10, 200, 0, 200
230, 10, 200, 0, 200
240, 10, 200, 0, 200
250, 10, 200, 0, 200
260, 10, 200, 0, 200
270, 10, 200, 0, 200
280, 10, 200, 0, 200
290, 10, 200, 0, 200
300, 10, 200, 0, 200
310, 10, 200, 0, 200
320, 10, 200, 0, 200
330, 10, 200, 0, 200
340, 10, 200, 0, 200
350, 10, 200, 0, 200
360, 10, 200, 0, 200
370, 10, 200, 0, 200
380, 10, 200, 0, 200
390, 10, 200, 0, 200
400, 10, 200, 0, 200
410, 10, 200, 0, 200
420, 10, 200, 0, 200
430, 10, 200, 0, 200
440, 10, 200, 0, 200
450, 10, 200, 0, 200
460, 10, 200, 0, 200
470, 10, 200, 0, 200
480, 10, 200, 0, 200
490, 10, 200, 0, 200
500, 10, 200, 0, 200
510, 10, 200, 0, 200
520, 10, 200, 0, 200
530, 10, 200, 0, 200
540, 10, 200, 0, 200
550, 10, 200, 0, 200
560, 10, 200, 0, 200
570, 10, 200, 0, 200
580, 10, 200, 0, 200
590, 10, 200, 0, 200
600, 10, 200, 0, 200
601, 1, 70, 0, 70
